,Player,Pos,Tm,Season
686,Danilo Gallinari,SF,DEN,2017
687,Langston Galloway,PG,NOP,2017
688,Langston Galloway,PG,SAC,2017
689,Patricio Garino,SG,ORL,2017
690,Marc Gasol,C,MEM,2017
691,Pau Gasol,C,SAS,2017
692,Rudy Gay,SF,SAC,2017
693,Michael Gbinije,SG,DET,2017
694,Alonzo Gee,SF,DEN,2017
695,Paul George,SF,IND,2017
696,Marcus Georges-Hunt,SG,ORL,2017
697,Jonathan Gibson,PG,DAL,2017
698,Taj Gibson,PF,CHI,2017
699,Taj Gibson,PF,OKC,2017
700,Manu Ginobili,SG,SAS,2017
701,Rudy Gobert,C,UTA,2017
702,Archie Goodwin,SG,NOP,2017
703,Archie Goodwin,SG,BRK,2017
704,Aaron Gordon,SF,ORL,2017
705,Eric Gordon,SG,HOU,2017
706,Marcin Gortat,C,WAS,2017
707,Treveon Graham,SG,CHO,2017
708,Jerami Grant,PF,PHI,2017
709,Jerami Grant,PF,OKC,2017
710,Jerian Grant,PG,CHI,2017
711,Danny Green,SG,SAS,2017
712,Draymond Green,PF,GSW,2017
713,Gerald Green,SF,BOS,2017
714,JaMychal Green,PF,MEM,2017
715,Jeff Green,PF,ORL,2017
716,Blake Griffin,PF,LAC,2017
717,Justin Hamilton,C,BRK,2017
718,A.J. Hammons,C,DAL,2017
719,Tim Hardaway Jr.,SG,ATL,2017
720,James Harden,PG,HOU,2017
721,Maurice Harkless,SF,POR,2017
722,Justin Harper,PF,PHI,2017
723,Montrezl Harrell,C,HOU,2017
724,Devin Harris,PG,DAL,2017
725,Gary Harris,SG,DEN,2017
726,Joe Harris,SG,BRK,2017
727,Manny Harris,SG,DAL,2017
728,Tobias Harris,PF,DET,2017
729,Aaron Harrison,SG,CHO,2017
730,Andrew Harrison,PG,MEM,2017
731,Udonis Haslem,C,MIA,2017
732,Spencer Hawes,PF,CHO,2017
733,Spencer Hawes,PF,MIL,2017
734,Gordon Hayward,SF,UTA,2017
735,Gerald Henderson,SG,PHI,2017
736,John Henson,C,MIL,2017
737,Juancho Hernangomez,PF,DEN,2017
738,Willy Hernangomez,C,NYK,2017
739,Mario Hezonja,SF,ORL,2017
740,Roy Hibbert,C,CHO,2017
741,Roy Hibbert,C,DEN,2017
742,Buddy Hield,SG,NOP,2017
743,Buddy Hield,SG,SAC,2017
744,Nene,C,HOU,2017
745,George Hill,PG,UTA,2017
746,Jordan Hill,C,MIN,2017
747,Solomon Hill,SF,NOP,2017
748,Darrun Hilliard,SG,DET,2017
749,Jrue Holiday,PG,NOP,2017
750,Justin Holiday,SG,NYK,2017
751,Rondae Hollis-Jefferson,SF,BRK,2017
752,Richaun Holmes,C,PHI,2017
753,Rodney Hood,SG,UTA,2017
754,Al Horford,C,BOS,2017
755,Danuel House Jr.,SG,WAS,2017
756,Dwight Howard,C,ATL,2017
757,Marcelo Huertas,PG,LAL,2017
758,Josh Huestis,PF,OKC,2017
759,Kris Humphries,PF,ATL,2017
760,R.J. Hunter,SG,CHI,2017
761,Serge Ibaka,PF,ORL,2017
762,Serge Ibaka,PF,TOR,2017
763,Andre Iguodala,SF,GSW,2017
764,Ersan Ilyasova,PF,OKC,2017
765,Ersan Ilyasova,PF,PHI,2017
766,Ersan Ilyasova,PF,ATL,2017
767,Joe Ingles,SF,UTA,2017
768,Brandon Ingram,SF,LAL,2017
769,Kyrie Irving,PG,CLE,2017
770,Jarrett Jack,PG,NOP,2017
771,Demetrius Jackson,PG,BOS,2017
772,Pierre Jackson,PG,DAL,2017
773,Reggie Jackson,PG,DET,2017
774,LeBron James,SF,CLE,2017
775,Al Jefferson,C,IND,2017
776,Richard Jefferson,SF,CLE,2017
777,John Jenkins,SG,PHO,2017
778,Brandon Jennings,PG,NYK,2017
779,Brandon Jennings,PG,WAS,2017
780,Jonas Jerebko,PF,BOS,2017
781,Amir Johnson,PF,BOS,2017
782,Brice Johnson,PF,LAC,2017
783,James Johnson,PF,MIA,2017
784,Joe Johnson,SF,UTA,2017
785,Stanley Johnson,SF,DET,2017
786,Tyler Johnson,PG,MIA,2017
787,Wesley Johnson,SF,LAC,2017
788,Nikola Jokic,C,DEN,2017
789,Dahntay Jones,SF,CLE,2017
790,Damian Jones,C,GSW,2017
791,Derrick Jones Jr.,SF,PHO,2017
792,James Jones,SF,CLE,2017
793,Terrence Jones,PF,NOP,2017
794,Terrence Jones,PF,MIL,2017
795,Tyus Jones,PG,MIN,2017
796,DeAndre Jordan,C,LAC,2017
797,Cory Joseph,PG,TOR,2017
798,Frank Kaminsky,C,CHO,2017
799,Ryan Kelly,PF,ATL,2017
800,Michael Kidd-Gilchrist,SF,CHO,2017
801,Sean Kilpatrick,SG,BRK,2017
802,Brandon Knight,SG,PHO,2017
803,Kyle Korver,SG,ATL,2017
804,Kyle Korver,SG,CLE,2017
805,Kosta Koufos,C,SAC,2017
806,Mindaugas Kuzminskas,SF,NYK,2017
807,Skal Labissiere,PF,SAC,2017
808,Jeremy Lamb,SG,CHO,2017
809,Nicolas Laprovittola,PG,SAS,2017
810,Joffrey Lauvergne,PF,OKC,2017
811,Joffrey Lauvergne,C,CHI,2017
812,Zach LaVine,SG,MIN,2017
813,Ty Lawson,PG,SAC,2017
814,Jake Layman,SF,POR,2017
815,Courtney Lee,SG,NYK,2017
816,David Lee,PF,SAS,2017
817,Alex Len,C,PHO,2017
818,Kawhi Leonard,SF,SAS,2017
819,Meyers Leonard,PF,POR,2017
820,Jon Leuer,PF,DET,2017
821,Caris LeVert,SF,BRK,2017
822,DeAndre Liggins,SG,CLE,2017
823,DeAndre Liggins,SG,DAL,2017
824,Damian Lillard,PG,POR,2017
825,Jeremy Lin,PG,BRK,2017
826,Shaun Livingston,PG,GSW,2017
827,Shawn Long,C,PHI,2017
828,Kevon Looney,C,GSW,2017
829,Brook Lopez,C,BRK,2017
830,Robin Lopez,C,CHI,2017
831,Kevin Love,PF,CLE,2017
832,Kyle Lowry,PG,TOR,2017
833,John Lucas III,PG,MIN,2017
834,Timothe Luwawu-Cabarrot,SF,PHI,2017
835,Trey Lyles,PF,UTA,2017
836,Sheldon Mac,SG,WAS,2017
837,Shelvin Mack,PG,UTA,2017
838,Ian Mahinmi,C,WAS,2017
839,Thon Maker,C,MIL,2017
840,Boban Marjanovic,C,DET,2017
841,Jarell Martin,PF,MEM,2017
842,Wesley Matthews,SG,DAL,2017
843,Luc Mbah a Moute,SF,LAC,2017
844,James Michael McAdoo,PF,GSW,2017
845,Patrick McCaw,SG,GSW,2017
846,CJ McCollum,SG,POR,2017
847,T.J. McConnell,PG,PHI,2017
848,Chris McCullough,PF,BRK,2017
849,Chris McCullough,PF,WAS,2017
850,K.J. McDaniels,SF,HOU,2017
851,K.J. McDaniels,SF,BRK,2017
852,Doug McDermott,SF,CHI,2017
853,Doug McDermott,SF,OKC,2017
854,JaVale McGee,C,GSW,2017
855,Rodney McGruder,SG,MIA,2017
856,Ben McLemore,SG,SAC,2017
857,Jordan McRae,SG,CLE,2017
858,Josh McRoberts,PF,MIA,2017
859,Jodie Meeks,SG,ORL,2017
860,Salah Mejri,C,DAL,2017
861,Jordan Mickey,PF,BOS,2017
862,Khris Middleton,SF,MIL,2017
863,C.J. Miles,SF,IND,2017
864,Mike Miller,SF,DEN,2017
865,Patty Mills,PG,SAS,2017
866,Elijah Millsap,SG,PHO,2017
867,Paul Millsap,PF,ATL,2017
868,Nikola Mirotic,PF,CHI,2017
869,Greg Monroe,C,MIL,2017
870,E'Twaun Moore,SG,NOP,2017
871,Marcus Morris,SF,DET,2017
872,Markieff Morris,PF,WAS,2017
873,Anthony Morrow,SG,OKC,2017
874,Anthony Morrow,SG,CHI,2017
875,Donatas Motiejunas,PF,NOP,2017
876,Timofey Mozgov,C,LAL,2017
877,Emmanuel Mudiay,PG,DEN,2017
878,Shabazz Muhammad,SF,MIN,2017
879,Dejounte Murray,PG,SAS,2017
880,Jamal Murray,SG,DEN,2017
881,Mike Muscala,C,ATL,2017
882,Larry Nance Jr.,PF,LAL,2017
883,Shabazz Napier,PG,POR,2017
884,Maurice Ndour,PF,NYK,2017
885,Gary Neal,SG,ATL,2017
886,Jameer Nelson,PG,DEN,2017
887,Raul Neto,PG,UTA,2017
888,Georges Niang,PF,IND,2017
889,Andrew Nicholson,PF,WAS,2017
890,Andrew Nicholson,PF,BRK,2017
891,Joakim Noah,C,NYK,2017
892,Nerlens Noel,C,PHI,2017
893,Nerlens Noel,C,DAL,2017
894,Lucas Nogueira,C,TOR,2017
895,Steve Novak,PF,MIL,2017
896,Dirk Nowitzki,PF,DAL,2017
897,Jusuf Nurkic,C,DEN,2017
898,Jusuf Nurkic,C,POR,2017
899,David Nwaba,SG,LAL,2017
900,Johnny O'Bryant,PF,DEN,2017
901,Johnny O'Bryant,PF,CHO,2017
902,Kyle O'Quinn,C,NYK,2017
903,Daniel Ochefu,C,WAS,2017
904,Jahlil Okafor,C,PHI,2017
905,Victor Oladipo,SG,OKC,2017
906,Kelly Olynyk,C,BOS,2017
907,Arinze Onuaku,C,ORL,2017
908,Chinanu Onuaku,C,HOU,2017
909,Kelly Oubre Jr.,SF,WAS,2017
910,Zaza Pachulia,C,GSW,2017
911,Georgios Papagiannis,C,SAC,2017
912,Jabari Parker,PF,MIL,2017
913,Tony Parker,PG,SAS,2017
914,Chandler Parsons,SF,MEM,2017
915,Lamar Patterson,SG,ATL,2017
916,Patrick Patterson,PF,TOR,2017
917,Chris Paul,PG,LAC,2017
918,Adreian Payne,PF,MIN,2017
919,Cameron Payne,PG,OKC,2017
920,Cameron Payne,PG,CHI,2017
921,Elfrid Payton,PG,ORL,2017
922,Gary Payton II,PG,MIL,2017
923,Paul Pierce,SF,LAC,2017
924,Marshall Plumlee,C,NYK,2017
925,Mason Plumlee,C,POR,2017
926,Mason Plumlee,C,DEN,2017
927,Miles Plumlee,C,MIL,2017
928,Miles Plumlee,C,CHO,2017
929,Jakob Poeltl,C,TOR,2017
930,Otto Porter Jr.,SF,WAS,2017
931,Bobby Portis,PF,CHI,2017
932,Kristaps Porzingis,PF,NYK,2017
933,Dwight Powell,C,DAL,2017
934,Norman Powell,SG,TOR,2017
935,Alex Poythress,PF,PHI,2017
936,Ronnie Price,PG,PHO,2017
937,Taurean Prince,SF,ATL,2017
938,Tim Quarterman,SG,POR,2017
939,Chasson Randle,PG,PHI,2017
940,Chasson Randle,PG,NYK,2017
941,Julius Randle,PF,LAL,2017
942,Zach Randolph,PF,MEM,2017
943,J.J. Redick,SG,LAC,2017
944,Willie Reed,C,MIA,2017
945,Josh Richardson,SG,MIA,2017
946,Malachi Richardson,SG,SAC,2017
947,Austin Rivers,SG,LAC,2017
948,Andre Roberson,SF,OKC,2017
949,Brian Roberts,PG,CHO,2017
950,Glenn Robinson III,SF,IND,2017
951,Thomas Robinson,PF,LAL,2017
952,Sergio Rodriguez,PG,PHI,2017
953,Rajon Rondo,PG,CHI,2017
954,Derrick Rose,PG,NYK,2017
955,Terrence Ross,SF,TOR,2017
956,Terrence Ross,SF,ORL,2017
957,Terry Rozier,PG,BOS,2017
958,Ricky Rubio,PG,MIN,2017
959,Damjan Rudez,SF,ORL,2017
960,Brandon Rush,SG,MIN,2017
961,D'Angelo Russell,PG,LAL,2017
962,Domantas Sabonis,PF,OKC,2017
963,Larry Sanders,C,CLE,2017
964,Dario Saric,PF,PHI,2017
965,Tomas Satoransky,SG,WAS,2017
966,Dennis Schroder,PG,ATL,2017
967,Luis Scola,PF,BRK,2017
968,Mike Scott,PF,ATL,2017
969,Thabo Sefolosha,SF,ATL,2017
970,Wayne Selden,SG,NOP,2017
971,Wayne Selden,SG,MEM,2017
972,Kevin Seraphin,PF,IND,2017
973,Ramon Sessions,PG,CHO,2017
974,Iman Shumpert,SG,CLE,2017
975,Pascal Siakam,PF,TOR,2017
976,Jonathon Simmons,SG,SAS,2017
977,Kyle Singler,SF,OKC,2017
978,Marcus Smart,SG,BOS,2017
979,Ish Smith,PG,DET,2017
980,J.R. Smith,SG,CLE,2017
981,Jason Smith,C,WAS,2017
982,Tony Snell,SG,MIL,2017
983,Marreese Speights,C,LAC,2017
984,Tiago Splitter,C,PHI,2017
985,Nik Stauskas,SG,PHI,2017
986,Lance Stephenson,SG,NOP,2017
987,Lance Stephenson,SG,MIN,2017
988,Lance Stephenson,SG,IND,2017
989,Jarnell Stokes,C,DEN,2017
990,Diamond Stone,C,LAC,2017
991,Rodney Stuckey,PG,IND,2017
992,Jared Sullinger,PF,TOR,2017
993,Edy Tavares,C,ATL,2017
994,Edy Tavares,C,CLE,2017
995,Isaiah Taylor,PG,HOU,2017
996,Jeff Teague,PG,IND,2017
997,Mirza Teletovic,PF,MIL,2017
998,Garrett Temple,SG,SAC,2017
999,Jason Terry,SG,MIL,2017
1000,Isaiah Thomas,PG,BOS,2017
1001,Lance Thomas,PF,NYK,2017
1002,Hollis Thompson,SG,PHI,2017
1003,Hollis Thompson,SG,NOP,2017
1004,Klay Thompson,SG,GSW,2017
1005,Tristan Thompson,C,CLE,2017
1006,Marcus Thornton,SG,WAS,2017
1007,Mike Tobey,C,CHO,2017
1008,Anthony Tolliver,PF,SAC,2017
1009,Axel Toupane,SF,MIL,2017
1010,Axel Toupane,SF,NOP,2017
1011,Karl-Anthony Towns,C,MIN,2017
1012,P.J. Tucker,SF,PHO,2017
1013,P.J. Tucker,SF,TOR,2017
1014,Evan Turner,SF,POR,2017
1015,Myles Turner,C,IND,2017
1016,Beno Udrih,PG,DET,2017
1017,Tyler Ulis,PG,PHO,2017
1018,Jarrod Uthoff,PF,DAL,2017
1019,Jona,C,TOR,2017
1020,Denzel Valentine,SG,CHI,2017
1021,Fred VanVleet,PG,TOR,2017
1022,Anderson Varejao,C,GSW,2017
1023,Greivis Vasquez,PG,BRK,2017
1024,Rashad Vaughn,SG,MIL,2017
1025,Noah Vonleh,PF,POR,2017
1026,Nikola Vucevic,C,ORL,2017
1027,Sasha Vujacic,SG,NYK,2017
1028,Dwyane Wade,SG,CHI,2017
1029,Dion Waiters,SG,MIA,2017
1030,Kemba Walker,PG,CHO,2017
1031,John Wall,PG,WAS,2017
1032,T.J. Warren,SF,PHO,2017
1033,C.J. Watson,PG,ORL,2017
1034,Briante Weber,PG,GSW,2017
1035,Briante Weber,PG,CHO,2017
1036,David West,C,GSW,2017
1037,Russell Westbrook,PG,OKC,2017
1038,Okaro White,PF,MIA,2017
1039,Isaiah Whitehead,PG,BRK,2017
1040,Hassan Whiteside,C,MIA,2017
1041,Andrew Wiggins,SF,MIN,2017
1042,C.J. Wilcox,SG,ORL,2017
1043,Alan Williams,C,PHO,2017
1044,Deron Williams,PG,DAL,2017
1045,Deron Williams,PG,CLE,2017
1046,Derrick Williams,PF,MIA,2017
1047,Derrick Williams,PF,CLE,2017
1048,Lou Williams,SG,LAL,2017
1049,Lou Williams,SG,HOU,2017
1050,Marvin Williams,PF,CHO,2017
1051,Reggie Williams,SF,NOP,2017
1052,Troy Williams,SF,MEM,2017
1053,Troy Williams,SF,HOU,2017
1054,Kyle Wiltjer,PF,HOU,2017
1055,Justise Winslow,SF,MIA,2017
1056,Jeff Withey,C,UTA,2017
1057,Christian Wood,PF,CHO,2017
1058,Metta World Peace,SF,LAL,2017
1059,Brandan Wright,PF,MEM,2017
1060,Delon Wright,PG,TOR,2017
1061,James Young,SG,BOS,2017
1062,Joe Young,PG,IND,2017
1063,Nick Young,SG,LAL,2017
1064,Thaddeus Young,PF,IND,2017
1065,Cody Zeller,C,CHO,2017
1066,Tyler Zeller,C,BOS,2017
1067,Stephen Zimmerman,C,ORL,2017
1068,Paul Zipser,SF,CHI,2017
1069,Ivica Zubac,C,LAL,2017
1070,aÅlex Abrines,SG,OKC,2018
1071,Quincy Acy,PF,BRK,2018
1072,Steven Adams,C,OKC,2018
1073,Bam Adebayo,C,MIA,2018
1074,Arron Afflalo,SG,ORL,2018
1075,Cole Aldrich,C,MIN,2018
1076,LaMarcus Aldridge,C,SAS,2018
1077,Jarrett Allen,C,BRK,2018
1078,Kadeem Allen,PG,BOS,2018
1079,Tony Allen,SF,NOP,2018
1080,Al-Farouq Aminu,PF,POR,2018
1081,Justin Anderson,SF,PHI,2018
1082,Kyle Anderson,SF,SAS,2018
1083,Ryan Anderson,PF,HOU,2018
1084,Ike Anigbogu,C,IND,2018
1085,Giannis Antetokounmpo,PF,MIL,2018
1086,Carmelo Anthony,PF,OKC,2018
1087,OG Anunoby,SF,TOR,2018
1088,Ryan Arcidiacono,PG,CHI,2018
1089,Trevor Ariza,SF,HOU,2018
1090,Darrell Arthur,PF,DEN,2018
1091,Jamel Artis,SG,ORL,2018
1092,Omer Asik,C,NOP,2018
1093,Omer Asik,C,CHI,2018
1094,D.J. Augustin,PG,ORL,2018
1095,Luke Babbitt,SF,ATL,2018
1096,Luke Babbitt,SF,MIA,2018
1097,Dwayne Bacon,SG,CHO,2018
1098,Ron Baker,SG,NYK,2018
1099,Wade Baldwin,PG,POR,2018
1100,Lonzo Ball,PG,LAL,2018
1101,J.J. Barea,PG,DAL,2018
1102,Harrison Barnes,PF,DAL,2018
1103,Will Barton,SG,DEN,2018
1104,Nicolas Batum,SG,CHO,2018
1105,Jerryd Bayless,SG,PHI,2018
1106,Aron Baynes,C,BOS,2018
1107,Kent Bazemore,SG,ATL,2018
1108,Bradley Beal,SG,WAS,2018
1109,Malik Beasley,SG,DEN,2018
1110,Michael Beasley,PF,NYK,2018
1111,Marco Belinelli,SG,ATL,2018
1112,Marco Belinelli,SG,PHI,2018
1113,Jordan Bell,C,GSW,2018
1114,DeAndre' Bembry,SF,ATL,2018
1115,Dragan Bender,PF,PHO,2018
1116,Davis Bertans,PF,SAS,2018
1117,Patrick Beverley,SG,LAC,2018
1118,Khem Birch,C,ORL,2018
1119,Jabari Bird,SG,BOS,2018
1120,Bismack Biyombo,C,ORL,2018
1121,Nemanja Bjelica,PF,MIN,2018
1122,Tarik Black,C,HOU,2018
1123,Antonio Blakeney,SG,CHI,2018
1124,Eric Bledsoe,PG,PHO,2018
1125,Eric Bledsoe,PG,MIL,2018
1126,Vander Blue,SG,LAL,2018
1127,Bogdan Bogdanovic,SG,SAC,2018
1128,Bojan Bogdanovic,SF,IND,2018
1129,Andrew Bogut,C,LAL,2018
1130,Joel Bolomboy,PF,MIL,2018
1131,Devin Booker,SG,PHO,2018
1132,Trevor Booker,PF,BRK,2018
1133,Trevor Booker,PF,PHI,2018
1134,Trevor Booker,PF,IND,2018
1135,Chris Boucher,PF,GSW,2018
1136,Avery Bradley,SG,DET,2018
1137,Avery Bradley,SG,LAC,2018
1138,Tony Bradley,C,UTA,2018
1139,Corey Brewer,SF,LAL,2018
1140,Corey Brewer,SG,OKC,2018
1141,Malcolm Brogdon,PG,MIL,2018
1142,Aaron Brooks,PG,MIN,2018
1143,Dillon Brooks,SF,MEM,2018
1144,MarShon Brooks,SG,MEM,2018
1145,Anthony Brown,SF,MIN,2018
1146,Bobby Brown,PG,HOU,2018
1147,Jaylen Brown,SG,BOS,2018
1148,Lorenzo Brown,PG,TOR,2018
1149,Markel Brown,SG,HOU,2018
1150,Sterling Brown,SG,MIL,2018
1151,Nicolas Brussino,SF,ATL,2018
1152,Thomas Bryant,C,LAL,2018
1153,Reggie Bullock,SF,DET,2018
1154,Trey Burke,PG,NYK,2018
1155,Alec Burks,SG,UTA,2018
1156,Jimmy Butler,SG,MIN,2018
1157,Dwight Buycks,PG,DET,2018
1158,Bruno Caboclo,SF,TOR,2018
1159,Bruno Caboclo,SF,SAC,2018
1160,Jose Calderon,PG,CLE,2018
1161,Kentavious Caldwell-Pope,SG,LAL,2018
1162,Isaiah Canaan,SG,HOU,2018
1163,Isaiah Canaan,PG,PHO,2018
1164,Clint Capela,C,HOU,2018
1165,DeMarre Carroll,PF,BRK,2018
1166,Vince Carter,SF,SAC,2018
1167,Michael Carter-Williams,PG,CHO,2018
1168,Alex Caruso,PG,LAL,2018
1169,Omri Casspi,SF,GSW,2018
1170,Willie Cauley-Stein,C,SAC,2018
1171,Tyler Cavanaugh,PF,ATL,2018
1172,Mario Chalmers,PG,MEM,2018
1173,Tyson Chandler,C,PHO,2018
1174,Wilson Chandler,SF,DEN,2018
1175,Marquese Chriss,PF,PHO,2018
1176,Ian Clark,SG,NOP,2018
1177,Jordan Clarkson,SG,LAL,2018
1178,Jordan Clarkson,SG,CLE,2018
1179,Gian Clavell,SG,DAL,2018
1180,Antonius Cleveland,SG,DAL,2018
1181,Antonius Cleveland,SG,ATL,2018
1182,John Collins,PF,ATL,2018
1183,Zach Collins,C,POR,2018
1184,Kyle Collinsworth,SF,DAL,2018
1185,Darren Collison,PG,IND,2018
1186,Nick Collison,PF,OKC,2018
1187,Mike Conley,PG,MEM,2018
1188,Pat Connaughton,SG,POR,2018
1189,Quinn Cook,PG,GSW,2018
1190,Charles Cooke,SG,NOP,2018
1191,Jack Cooley,PF,SAC,2018
1192,Matt Costello,C,SAS,2018
1193,DeMarcus Cousins,C,NOP,2018
1194,Robert Covington,SF,PHI,2018
1195,Allen Crabbe,SG,BRK,2018
1196,Torrey Craig,SF,DEN,2018
1197,Jamal Crawford,SG,MIN,2018
1198,Jordan Crawford,SG,NOP,2018
1199,Jae Crowder,SF,CLE,2018
1200,Jae Crowder,SF,UTA,2018
1201,Dante Cunningham,SF,NOP,2018
1202,Dante Cunningham,SF,BRK,2018
1203,Stephen Curry,PG,GSW,2018
1204,Troy Daniels,SG,PHO,2018
1205,Anthony Davis,PF,NOP,2018
1206,Deyonta Davis,C,MEM,2018
1207,Ed Davis,C,POR,2018
1208,Dewayne Dedmon,C,ATL,2018
1209,Sam Dekker,PF,LAC,2018
1210,Malcolm Delaney,PG,ATL,2018
1211,Matthew Dellavedova,PG,MIL,2018
1212,Luol Deng,SF,LAL,2018
1213,DeMar DeRozan,SG,TOR,2018
1214,Cheick Diallo,PF,NOP,2018
1215,Gorgui Dieng,C,MIN,2018
1216,Spencer Dinwiddie,PG,BRK,2018
1217,Tyler Dorsey,SG,ATL,2018
1218,Damyean Dotson,SG,NYK,2018
1219,Milton Doyle,SG,BRK,2018
1220,PJ Dozier,PG,OKC,2018
1221,Goran Dragic,PG,MIA,2018
1222,Larry Drew II,PG,PHI,2018
1223,Larry Drew II,PG,NOP,2018
1224,Andre Drummond,C,DET,2018
1225,Jared Dudley,PF,PHO,2018
1226,Kris Dunn,PG,CHI,2018
1227,Kevin Durant,SF,GSW,2018
1228,Jarell Eddie,SF,BOS,2018
1229,Jarell Eddie,SF,CHI,2018
1230,Henry Ellenson,PF,DET,2018
1231,Wayne Ellington,SG,MIA,2018
1232,Joel Embiid,C,PHI,2018
1233,James Ennis III,SF,MEM,2018
1234,James Ennis III,SF,DET,2018
1235,Tyler Ennis,PG,LAL,2018
1236,Jawun Evans,PG,LAC,2018
1237,Jeremy Evans,SF,ATL,2018
1238,Tyreke Evans,PG,MEM,2018
1239,Dante Exum,PG,UTA,2018
1240,Kenneth Faried,PF,DEN,2018
1241,Derrick Favors,C,UTA,2018
1242,Kay Felder,PG,CHI,2018
1243,Kay Felder,PG,DET,2018
1244,Cristiano Felicio,C,CHI,2018
1245,Raymond Felton,PG,OKC,2018
1246,Terrance Ferguson,SG,OKC,2018
1247,Yogi Ferrell,SG,DAL,2018
1248,Dorian Finney-Smith,PF,DAL,2018
1249,Bryn Forbes,SG,SAS,2018
1250,Evan Fournier,SF,ORL,2018
1251,De'Aaron Fox,PG,SAC,2018
1252,Tim Frazier,PG,WAS,2018
1253,Enes Freedom,C,NYK,2018
1254,Channing Frye,C,CLE,2018
1255,Channing Frye,C,LAL,2018
1256,Markelle Fultz,SG,PHI,2018
1257,Danilo Gallinari,SF,LAC,2018
1258,Langston Galloway,SG,DET,2018
1259,Marc Gasol,C,MEM,2018
1260,Pau Gasol,C,SAS,2018
1261,Rudy Gay,PF,SAS,2018
1262,Paul George,SF,OKC,2018
1263,Marcus Georges-Hunt,SG,MIN,2018
1264,Jonathan Gibson,PG,BOS,2018
1265,Taj Gibson,PF,MIN,2018
1266,Manu Ginobili,SG,SAS,2018
1267,Rudy Gobert,C,UTA,2018
1268,Aaron Gordon,PF,ORL,2018
1269,Eric Gordon,SG,HOU,2018
1270,Marcin Gortat,C,WAS,2018
1271,Treveon Graham,SG,CHO,2018
1272,Jerami Grant,PF,OKC,2018
1273,Jerian Grant,PG,CHI,2018
1274,Josh Gray,PG,PHO,2018
1275,Danny Green,SG,SAS,2018
1276,Draymond Green,PF,GSW,2018
1277,Gerald Green,SG,HOU,2018
1278,JaMychal Green,PF,MEM,2018
1279,Jeff Green,PF,CLE,2018
1280,Blake Griffin,PF,LAC,2018
1281,Blake Griffin,PF,DET,2018
1282,Daniel Hamilton,SG,OKC,2018
1283,Tim Hardaway Jr.,SG,NYK,2018
1284,James Harden,SG,HOU,2018
1285,Maurice Harkless,SF,POR,2018
1286,Montrezl Harrell,C,LAC,2018
1287,Devin Harris,PG,DAL,2018
1288,Devin Harris,PG,DEN,2018
1289,Gary Harris,SG,DEN,2018
1290,Joe Harris,SG,BRK,2018
1291,Tobias Harris,PF,DET,2018
1292,Tobias Harris,PF,LAC,2018
1293,Aaron Harrison,SG,DAL,2018
1294,Andrew Harrison,PG,MEM,2018
1295,Shaquille Harrison,PG,PHO,2018
1296,Josh Hart,SG,LAL,2018
1297,Udonis Haslem,C,MIA,2018
1298,Nigel Hayes,SF,LAL,2018
1299,Nigel Hayes,SF,TOR,2018
1300,Nigel Hayes,SF,SAC,2018
1301,Gordon Hayward,SF,BOS,2018
1302,Reggie Hearn,SG,DET,2018
1303,Myke Henry,SF,MEM,2018
1304,John Henson,C,MIL,2018
1305,Juancho Hernangomez,PF,DEN,2018
1306,Willy Hernangomez,C,NYK,2018
1307,Willy Hernangomez,C,CHO,2018
1308,Mario Hezonja,SF,ORL,2018
1309,Isaiah Hicks,PF,NYK,2018
1310,Buddy Hield,SG,SAC,2018
1311,Nene,C,HOU,2018
1312,George Hill,PG,SAC,2018
1313,George Hill,PG,CLE,2018
1314,Solomon Hill,SF,NOP,2018
1315,Darrun Hilliard,SG,SAS,2018
1316,Jrue Holiday,SG,NOP,2018
1317,Justin Holiday,SG,CHI,2018
1318,John Holland,SF,CLE,2018
1319,Rondae Hollis-Jefferson,SF,BRK,2018
1320,Richaun Holmes,C,PHI,2018
1321,Rodney Hood,SG,UTA,2018
1322,Rodney Hood,SG,CLE,2018
1323,Scotty Hopson,SG,DAL,2018
1324,Al Horford,C,BOS,2018
1325,Danuel House Jr.,SG,PHO,2018
1326,Dwight Howard,C,CHO,2018
1327,Josh Huestis,PF,OKC,2018
1328,R.J. Hunter,SG,HOU,2018
1329,Vince Hunter,PF,MEM,2018
1330,Serge Ibaka,PF,TOR,2018
1331,Andre Iguodala,SF,GSW,2018
1332,Ersan Ilyasova,PF,ATL,2018
1333,Ersan Ilyasova,PF,PHI,2018
1334,Joe Ingles,SF,UTA,2018
1335,Andre Ingram,SG,LAL,2018
1336,Brandon Ingram,SF,LAL,2018
1337,Kyrie Irving,PG,BOS,2018
1338,Jonathan Isaac,PF,ORL,2018
1339,Wes Iwundu,SF,ORL,2018
1340,Jarrett Jack,PG,NYK,2018
1341,Aaron Jackson,PG,HOU,2018
1342,Demetrius Jackson,PG,HOU,2018
1343,Demetrius Jackson,PG,PHI,2018
1344,Josh Jackson,SF,PHO,2018
1345,Justin Jackson,SF,SAC,2018
1346,Reggie Jackson,PG,DET,2018
1347,LeBron James,PF,CLE,2018
1348,Mike James,PG,PHO,2018
1349,Mike James,PG,NOP,2018
1350,Al Jefferson,C,IND,2018
1351,Richard Jefferson,SF,DEN,2018
1352,Brandon Jennings,PG,MIL,2018
1353,Jonas Jerebko,PF,UTA,2018
