,ID,date,Tm,home,won,PG,SG,SF,PF,C
10007,2019_20190320_HOU,20/03/2019,HOU,0.0,False,James Harden,Iman Shumpert,Danuel House Jr.,P.J. Tucker,Clint Capela
10008,2019_20190320_MEM,20/03/2019,MEM,1.0,True,Mike Conley,Justin Holiday,Chandler Parsons,Bruno Caboclo,Jonas Valanciunas
10009,2019_20190320_UTA,20/03/2019,UTA,0.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Derrick Favors
10010,2019_20190320_NYK,20/03/2019,NYK,1.0,False,Emmanuel Mudiay,Damyean Dotson,Mario Hezonja,Kevin Knox,Mitchell Robinson
10011,2019_20190320_TOR,20/03/2019,TOR,0.0,True,Fred VanVleet,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10012,2019_20190320_OKC,20/03/2019,OKC,1.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10013,2019_20190320_NOP,20/03/2019,NOP,0.0,False,Frank Jackson,Ian Clark,Stanley Johnson,Julius Randle,Jahlil Okafor
10014,2019_20190320_ORL,20/03/2019,ORL,1.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10015,2019_20190320_BOS,20/03/2019,BOS,0.0,False,Kyrie Irving,Jaylen Brown,Jayson Tatum,Marcus Morris,Al Horford
10016,2019_20190320_PHI,20/03/2019,PHI,1.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10017,2019_20190320_DAL,20/03/2019,DAL,0.0,False,Jalen Brunson,Luka Doncic,Justin Jackson,Dirk Nowitzki,Dwight Powell
10018,2019_20190320_POR,20/03/2019,POR,1.0,True,Damian Lillard,Seth Curry,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic
10019,2019_20190320_MIA,20/03/2019,MIA,0.0,True,Goran Dragic,Josh Richardson,Derrick Jones Jr.,James Johnson,Bam Adebayo
10020,2019_20190320_SAS,20/03/2019,SAS,1.0,False,Patty Mills,DeMar DeRozan,Marco Belinelli,Rudy Gay,LaMarcus Aldridge
10021,2019_20190321_UTA,21/03/2019,UTA,0.0,False,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert
10022,2019_20190321_ATL,21/03/2019,ATL,1.0,True,Trae Young,Kevin Huerter,Taurean Prince,John Collins,Dewayne Dedmon
10023,2019_20190321_MIN,21/03/2019,MIN,0.0,False,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10024,2019_20190321_CHO,21/03/2019,CHO,1.0,True,Kemba Walker,Jeremy Lamb,Miles Bridges,Marvin Williams,Willy Hernangomez
10025,2019_20190321_IND,21/03/2019,IND,0.0,False,Cory Joseph,Tyreke Evans,Doug McDermott,Thaddeus Young,Myles Turner
10026,2019_20190321_GSW,21/03/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10027,2019_20190321_DET,21/03/2019,DET,0.0,True,Ish Smith,Wayne Ellington,Glenn Robinson III,Blake Griffin,Andre Drummond
10028,2019_20190321_PHO,21/03/2019,PHO,1.0,False,De'Anthony Melton,Devin Booker,Mikal Bridges,Dragan Bender,Deandre Ayton
10029,2019_20190321_DAL,21/03/2019,DAL,0.0,False,Jalen Brunson,Luka Doncic,Justin Jackson,Maxi Kleber,Dwight Powell
10030,2019_20190321_SAC,21/03/2019,SAC,1.0,True,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley III,Willie Cauley-Stein
10031,2019_20190321_DEN,21/03/2019,DEN,0.0,True,Jamal Murray,Gary Harris,Torrey Craig,Paul Millsap,Nikola Jokic
10032,2019_20190321_WAS,21/03/2019,WAS,1.0,False,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Bobby Portis,Thomas Bryant
10033,2019_20190322_LAC,22/03/2019,LAC,0.0,True,Shai Gilgeous-Alexander,Lou Williams,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10034,2019_20190322_CLE,22/03/2019,CLE,1.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Kevin Love,Larry Nance Jr.
10035,2019_20190322_SAS,22/03/2019,SAS,0.0,False,Derrick White,Bryn Forbes,Marco Belinelli,Davis Bertans,LaMarcus Aldridge
10036,2019_20190322_HOU,22/03/2019,HOU,1.0,True,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10037,2019_20190322_BRK,22/03/2019,BRK,0.0,True,D'Angelo Russell,Joe Harris,Rodions Kurucs,DeMarre Carroll,Jarrett Allen
10038,2019_20190322_LAL,22/03/2019,LAL,1.0,False,Alex Caruso,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,JaVale McGee
10039,2019_20190322_MIA,22/03/2019,MIA,0.0,False,Goran Dragic,Josh Richardson,Derrick Jones Jr.,James Johnson,Hassan Whiteside
10040,2019_20190322_MIL,22/03/2019,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10041,2019_20190322_DEN,22/03/2019,DEN,0.0,True,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10042,2019_20190322_NYK,22/03/2019,NYK,1.0,False,Emmanuel Mudiay,Damyean Dotson,Mario Hezonja,Kevin Knox,Mitchell Robinson
10043,2019_20190322_MEM,22/03/2019,MEM,0.0,False,Delon Wright,Tyler Dorsey,Chandler Parsons,Bruno Caboclo,Jonas Valanciunas
10044,2019_20190322_ORL,22/03/2019,ORL,1.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10045,2019_20190322_OKC,22/03/2019,OKC,0.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10046,2019_20190322_TOR,22/03/2019,TOR,1.0,False,Fred VanVleet,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10047,2019_20190323_PHI,23/03/2019,PHI,0.0,False,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10048,2019_20190323_ATL,23/03/2019,ATL,1.0,True,Trae Young,Kevin Huerter,Taurean Prince,John Collins,Dewayne Dedmon
10049,2019_20190323_UTA,23/03/2019,UTA,0.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert
10050,2019_20190323_CHI,23/03/2019,CHI,1.0,False,Kris Dunn,Shaquille Harrison,Timothe Luwawu-Cabarrot,Lauri Markkanen,Cristiano Felicio
10051,2019_20190323_BOS,23/03/2019,BOS,0.0,False,Kyrie Irving,Jaylen Brown,Jayson Tatum,Marcus Morris,Daniel Theis
10052,2019_20190323_CHO,23/03/2019,CHO,1.0,True,Kemba Walker,Dwayne Bacon,Miles Bridges,Marvin Williams,Frank Kaminsky
10053,2019_20190323_DAL,23/03/2019,DAL,0.0,True,Jalen Brunson,Luka Doncic,Justin Jackson,Dirk Nowitzki,Dwight Powell
10054,2019_20190323_GSW,23/03/2019,GSW,1.0,False,Quinn Cook,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10055,2019_20190323_MIN,23/03/2019,MIN,0.0,True,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10056,2019_20190323_MEM,23/03/2019,MEM,1.0,False,Mike Conley,Justin Holiday,Chandler Parsons,Bruno Caboclo,Jonas Valanciunas
10057,2019_20190323_DET,23/03/2019,DET,0.0,False,Reggie Jackson,Langston Galloway,,Blake Griffin,Andre Drummond
10058,2019_20190323_POR,23/03/2019,POR,1.0,True,Damian Lillard,Seth Curry,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic
10059,2019_20190323_PHO,23/03/2019,PHO,0.0,False,De'Anthony Melton,Devin Booker,Mikal Bridges,Dragan Bender,Deandre Ayton
10060,2019_20190323_SAC,23/03/2019,SAC,1.0,True,De'Aaron Fox,Buddy Hield,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein
10061,2019_20190323_MIA,23/03/2019,MIA,0.0,True,Goran Dragic,Josh Richardson,Derrick Jones Jr.,Kelly Olynyk,Bam Adebayo
10062,2019_20190323_WAS,23/03/2019,WAS,1.0,False,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Bobby Portis,Thomas Bryant
10063,2019_20190324_SAS,24/03/2019,SAS,0.0,True,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge
10064,2019_20190324_BOS,24/03/2019,BOS,1.0,False,Kyrie Irving,Marcus Smart,Guerschon Yabusele,Gordon Hayward,Aron Baynes
10065,2019_20190324_DET,24/03/2019,DET,0.0,False,Ish Smith,Luke Kennard,,Blake Griffin,Andre Drummond
10066,2019_20190324_GSW,24/03/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Andrew Bogut
10067,2019_20190324_DEN,24/03/2019,DEN,0.0,False,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10068,2019_20190324_IND,24/03/2019,IND,1.0,True,Cory Joseph,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10069,2019_20190324_SAC,24/03/2019,SAC,0.0,False,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley III,Willie Cauley-Stein
10070,2019_20190324_LAL,24/03/2019,LAL,1.0,True,Rajon Rondo,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,JaVale McGee
10071,2019_20190324_CLE,24/03/2019,CLE,0.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Kevin Love,Larry Nance Jr.
10072,2019_20190324_MIL,24/03/2019,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10073,2019_20190324_HOU,24/03/2019,HOU,0.0,True,James Harden,Austin Rivers,Danuel House Jr.,P.J. Tucker,Kenneth Faried
10074,2019_20190324_NOP,24/03/2019,NOP,1.0,False,Frank Jackson,Ian Clark,Kenrich Williams,Julius Randle,Anthony Davis
10075,2019_20190324_LAC,24/03/2019,LAC,0.0,True,Shai Gilgeous-Alexander,Lou Williams,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10076,2019_20190324_NYK,24/03/2019,NYK,1.0,False,Emmanuel Mudiay,Damyean Dotson,Mario Hezonja,Lance Thomas,DeAndre Jordan
10077,2019_20190324_CHO,24/03/2019,CHO,0.0,True,Kemba Walker,Dwayne Bacon,Miles Bridges,Marvin Williams,Frank Kaminsky
10078,2019_20190324_TOR,24/03/2019,TOR,1.0,False,Fred VanVleet,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10079,2019_20190325_OKC,25/03/2019,OKC,0.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10080,2019_20190325_MEM,25/03/2019,MEM,1.0,True,Delon Wright,Tyler Dorsey,Chandler Parsons,Bruno Caboclo,Jonas Valanciunas
10081,2019_20190325_PHI,25/03/2019,PHI,0.0,False,T.J. McConnell,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10082,2019_20190325_ORL,25/03/2019,ORL,1.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10083,2019_20190325_BRK,25/03/2019,BRK,0.0,False,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
10084,2019_20190325_POR,25/03/2019,POR,1.0,True,Damian Lillard,Rodney Hood,Maurice Harkless,Al-Farouq Aminu,Jusuf Nurkic
10085,2019_20190325_PHO,25/03/2019,PHO,0.0,False,Elie Okobo,Devin Booker,Mikal Bridges,Dragan Bender,Deandre Ayton
10086,2019_20190325_UTA,25/03/2019,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Royce O'Neale,Joe Ingles,Rudy Gobert
10087,2019_20190326_SAS,26/03/2019,SAS,0.0,False,Derrick White,DeMar DeRozan,Quincy Pondexter,Rudy Gay,LaMarcus Aldridge
10088,2019_20190326_CHO,26/03/2019,CHO,1.0,True,Kemba Walker,Dwayne Bacon,Miles Bridges,Marvin Williams,Frank Kaminsky
10089,2019_20190326_BOS,26/03/2019,BOS,0.0,True,Terry Rozier,Marcus Smart,Jayson Tatum,Gordon Hayward,Al Horford
10090,2019_20190326_CLE,26/03/2019,CLE,1.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Kevin Love,Larry Nance Jr.
10091,2019_20190326_SAC,26/03/2019,SAC,0.0,True,De'Aaron Fox,Buddy Hield,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein
10092,2019_20190326_DAL,26/03/2019,DAL,1.0,False,Jalen Brunson,Luka Doncic,Dorian Finney-Smith,Maxi Kleber,Dwight Powell
10093,2019_20190326_DET,26/03/2019,DET,0.0,False,Reggie Jackson,Luke Kennard,Jon Leuer,Blake Griffin,Andre Drummond
10094,2019_20190326_DEN,26/03/2019,DEN,1.0,True,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10095,2019_20190326_WAS,26/03/2019,WAS,0.0,False,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Jabari Parker,Thomas Bryant
10096,2019_20190326_LAL,26/03/2019,LAL,1.0,True,Rajon Rondo,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,JaVale McGee
10097,2019_20190326_ORL,26/03/2019,ORL,0.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10098,2019_20190326_MIA,26/03/2019,MIA,1.0,False,Goran Dragic,Josh Richardson,Derrick Jones Jr.,Kelly Olynyk,Bam Adebayo
10099,2019_20190326_HOU,26/03/2019,HOU,0.0,False,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10100,2019_20190326_MIL,26/03/2019,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10101,2019_20190326_LAC,26/03/2019,LAC,0.0,True,Shai Gilgeous-Alexander,Garrett Temple,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10102,2019_20190326_MIN,26/03/2019,MIN,1.0,False,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10103,2019_20190326_ATL,26/03/2019,ATL,0.0,True,Trae Young,Kevin Huerter,Taurean Prince,John Collins,Alex Len
10104,2019_20190326_NOP,26/03/2019,NOP,1.0,False,Frank Jackson,Ian Clark,Kenrich Williams,Julius Randle,Jahlil Okafor
10105,2019_20190326_CHI,26/03/2019,CHI,0.0,False,Ryan Arcidiacono,Wayne Selden,Timothe Luwawu-Cabarrot,Lauri Markkanen,Robin Lopez
10106,2019_20190326_TOR,26/03/2019,TOR,1.0,True,Fred VanVleet,Norman Powell,OG Anunoby,Pascal Siakam,Serge Ibaka
10107,2019_20190327_POR,27/03/2019,POR,0.0,True,Damian Lillard,Rodney Hood,Maurice Harkless,Al-Farouq Aminu,Zach Collins
10108,2019_20190327_CHI,27/03/2019,CHI,1.0,False,Ryan Arcidiacono,Wayne Selden,Timothe Luwawu-Cabarrot,,Cristiano Felicio
10109,2019_20190327_GSW,27/03/2019,GSW,0.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10110,2019_20190327_MEM,27/03/2019,MEM,1.0,False,Mike Conley,Justin Holiday,Chandler Parsons,Bruno Caboclo,Jonas Valanciunas
10111,2019_20190327_IND,27/03/2019,IND,0.0,False,Cory Joseph,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10112,2019_20190327_OKC,27/03/2019,OKC,1.0,True,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10113,2019_20190327_WAS,27/03/2019,WAS,0.0,True,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Jabari Parker,Thomas Bryant
10114,2019_20190327_PHO,27/03/2019,PHO,1.0,False,De'Anthony Melton,Devin Booker,Mikal Bridges,Dragan Bender,Deandre Ayton
10115,2019_20190327_LAL,27/03/2019,LAL,0.0,False,Alex Caruso,Lance Stephenson,,Kyle Kuzma,JaVale McGee
10116,2019_20190327_UTA,27/03/2019,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert
10117,2019_20190328_ORL,28/03/2019,ORL,0.0,False,D.J. Augustin,Terrence Ross,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10118,2019_20190328_DET,28/03/2019,DET,1.0,True,Ish Smith,Wayne Ellington,Luke Kennard,Blake Griffin,Andre Drummond
10119,2019_20190328_DEN,28/03/2019,DEN,0.0,False,Monte Morris,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10120,2019_20190328_HOU,28/03/2019,HOU,1.0,True,James Harden,Austin Rivers,Danuel House Jr.,P.J. Tucker,Clint Capela
10121,2019_20190328_DAL,28/03/2019,DAL,0.0,False,Jalen Brunson,Luka Doncic,Justin Jackson,Dirk Nowitzki,Dwight Powell
10122,2019_20190328_MIA,28/03/2019,MIA,1.0,True,Goran Dragic,Dion Waiters,Duncan Robinson,James Johnson,Bam Adebayo
10123,2019_20190328_LAC,28/03/2019,LAC,0.0,False,Shai Gilgeous-Alexander,Garrett Temple,Danilo Gallinari,JaMychal Green,Montrezl Harrell
10124,2019_20190328_MIL,28/03/2019,MIL,1.0,True,Eric Bledsoe,Pat Connaughton,Khris Middleton,Giannis Antetokounmpo,Brook Lopez
10125,2019_20190328_SAC,28/03/2019,SAC,0.0,False,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley III,Willie Cauley-Stein
10126,2019_20190328_NOP,28/03/2019,NOP,1.0,True,Elfrid Payton,Ian Clark,Kenrich Williams,Julius Randle,Jahlil Okafor
10127,2019_20190328_TOR,28/03/2019,TOR,0.0,True,Fred VanVleet,Norman Powell,Malcolm Miller,Pascal Siakam,Serge Ibaka
10128,2019_20190328_NYK,28/03/2019,NYK,1.0,False,Emmanuel Mudiay,Damyean Dotson,Mario Hezonja,Kevin Knox,Mitchell Robinson
10129,2019_20190328_BRK,28/03/2019,BRK,0.0,False,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Ed Davis
10130,2019_20190328_PHI,28/03/2019,PHI,1.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Joel Embiid
10131,2019_20190328_CLE,28/03/2019,CLE,0.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Kevin Love,Larry Nance Jr.
10132,2019_20190328_SAS,28/03/2019,SAS,1.0,True,Patty Mills,DeMar DeRozan,Marco Belinelli,Rudy Gay,LaMarcus Aldridge
10133,2019_20190329_POR,29/03/2019,POR,0.0,True,Damian Lillard,Seth Curry,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10134,2019_20190329_ATL,29/03/2019,ATL,1.0,False,Trae Young,Kevin Huerter,Justin Anderson,John Collins,Dewayne Dedmon
10135,2019_20190329_IND,29/03/2019,IND,0.0,False,Darren Collison,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10136,2019_20190329_BOS,29/03/2019,BOS,1.0,True,Kyrie Irving,Marcus Smart,Jayson Tatum,Gordon Hayward,Al Horford
10137,2019_20190329_CHO,29/03/2019,CHO,0.0,False,Kemba Walker,Dwayne Bacon,Miles Bridges,Marvin Williams,Bismack Biyombo
10138,2019_20190329_LAL,29/03/2019,LAL,1.0,True,Rajon Rondo,Kentavious Caldwell-Pope,LeBron James,Kyle Kuzma,JaVale McGee
10139,2019_20190329_GSW,29/03/2019,GSW,0.0,False,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,DeMarcus Cousins
10140,2019_20190329_MIN,29/03/2019,MIN,1.0,True,Tyus Jones,Josh Okogie,Andrew Wiggins,Anthony Tolliver,Karl-Anthony Towns
10141,2019_20190329_DEN,29/03/2019,DEN,0.0,True,Jamal Murray,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10142,2019_20190329_OKC,29/03/2019,OKC,1.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10143,2019_20190329_WAS,29/03/2019,WAS,0.0,False,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Bobby Portis,Thomas Bryant
10144,2019_20190329_UTA,29/03/2019,UTA,1.0,True,Ricky Rubio,Donovan Mitchell,Jae Crowder,Joe Ingles,Rudy Gobert
10145,2019_20190330_BOS,30/03/2019,BOS,0.0,False,Terry Rozier,Jaylen Brown,Jayson Tatum,Marcus Morris,Daniel Theis
10146,2019_20190330_BRK,30/03/2019,BRK,1.0,True,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
10147,2019_20190330_TOR,30/03/2019,TOR,0.0,True,Fred VanVleet,Jodie Meeks,Malcolm Miller,Chris Boucher,Marc Gasol
10148,2019_20190330_CHI,30/03/2019,CHI,1.0,False,Walt Lemon Jr.,Shaquille Harrison,Timothe Luwawu-Cabarrot,,Cristiano Felicio
10149,2019_20190330_POR,30/03/2019,POR,0.0,False,Damian Lillard,Seth Curry,Maurice Harkless,Al-Farouq Aminu,Enes Freedom
10150,2019_20190330_DET,30/03/2019,DET,1.0,True,Reggie Jackson,Wayne Ellington,Glenn Robinson III,Thon Maker,Andre Drummond
10151,2019_20190330_SAC,30/03/2019,SAC,0.0,False,De'Aaron Fox,Buddy Hield,Harrison Barnes,Marvin Bagley III,Willie Cauley-Stein
10152,2019_20190330_HOU,30/03/2019,HOU,1.0,True,James Harden,Eric Gordon,Danuel House Jr.,P.J. Tucker,Clint Capela
10153,2019_20190330_ORL,30/03/2019,ORL,0.0,True,D.J. Augustin,Evan Fournier,Wes Iwundu,Aaron Gordon,Nikola Vucevic
10154,2019_20190330_IND,30/03/2019,IND,1.0,False,Darren Collison,Wesley Matthews,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10155,2019_20190330_CLE,30/03/2019,CLE,0.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Marquese Chriss,Larry Nance Jr.
10156,2019_20190330_LAC,30/03/2019,LAC,1.0,True,Shai Gilgeous-Alexander,Landry Shamet,Wilson Chandler,JaMychal Green,Montrezl Harrell
10157,2019_20190330_PHI,30/03/2019,PHI,0.0,True,Ben Simmons,J.J. Redick,Jimmy Butler,Tobias Harris,Amir Johnson
10158,2019_20190330_MIN,30/03/2019,MIN,1.0,False,Jerryd Bayless,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10159,2019_20190330_MIA,30/03/2019,MIA,0.0,True,Goran Dragic,Dion Waiters,Derrick Jones Jr.,Kelly Olynyk,Bam Adebayo
10160,2019_20190330_NYK,30/03/2019,NYK,1.0,False,Emmanuel Mudiay,Damyean Dotson,,Kevin Knox,Mitchell Robinson
10161,2019_20190330_MEM,30/03/2019,MEM,0.0,True,Mike Conley,Tyler Dorsey,Julian Washburn,Bruno Caboclo,Jonas Valanciunas
10162,2019_20190330_PHO,30/03/2019,PHO,1.0,False,De'Anthony Melton,Devin Booker,Mikal Bridges,Dragan Bender,Deandre Ayton
10163,2019_20190331_MIL,31/03/2019,MIL,0.0,False,Tim Frazier,Sterling Brown,Bonzie Colson,D.J. Wilson,Brook Lopez
10164,2019_20190331_ATL,31/03/2019,ATL,1.0,True,Trae Young,Kevin Huerter,Justin Anderson,John Collins,Alex Len
10165,2019_20190331_WAS,31/03/2019,WAS,0.0,True,Tomas Satoransky,Bradley Beal,Troy Brown Jr.,Jabari Parker,Thomas Bryant
10166,2019_20190331_DEN,31/03/2019,DEN,1.0,False,Monte Morris,Gary Harris,Will Barton,Paul Millsap,Nikola Jokic
10167,2019_20190331_CHO,31/03/2019,CHO,0.0,False,Kemba Walker,Dwayne Bacon,Miles Bridges,Marvin Williams,Willy Hernangomez
10168,2019_20190331_GSW,31/03/2019,GSW,1.0,True,Stephen Curry,Klay Thompson,Kevin Durant,Draymond Green,Kevon Looney
10169,2019_20190331_MEM,31/03/2019,MEM,0.0,False,Delon Wright,Justin Holiday,Chandler Parsons,Bruno Caboclo,Jonas Valanciunas
10170,2019_20190331_LAC,31/03/2019,LAC,1.0,True,Shai Gilgeous-Alexander,Landry Shamet,Danilo Gallinari,JaMychal Green,Ivica Zubac
10171,2019_20190331_LAL,31/03/2019,LAL,0.0,True,Rajon Rondo,Kentavious Caldwell-Pope,Jemerrio Jones,Mike Muscala,JaVale McGee
10172,2019_20190331_NOP,31/03/2019,NOP,1.0,False,Elfrid Payton,Ian Clark,Solomon Hill,Christian Wood,Jahlil Okafor
10173,2019_20190331_DAL,31/03/2019,DAL,0.0,True,Trey Burke,Ryan Broekhoff,Dorian Finney-Smith,Maxi Kleber,Dwight Powell
10174,2019_20190331_OKC,31/03/2019,OKC,1.0,False,Russell Westbrook,Terrance Ferguson,Paul George,Jerami Grant,Steven Adams
10175,2019_20190331_SAC,31/03/2019,SAC,0.0,True,De'Aaron Fox,Bogdan Bogdanovic,Harrison Barnes,Nemanja Bjelica,Willie Cauley-Stein
10176,2019_20190331_SAS,31/03/2019,SAS,1.0,False,Derrick White,DeMar DeRozan,Marco Belinelli,Rudy Gay,LaMarcus Aldridge
10177,2019_20190401_MIA,01/04/2019,MIA,0.0,False,Goran Dragic,Dion Waiters,Derrick Jones Jr.,Kelly Olynyk,Bam Adebayo
10178,2019_20190401_BOS,01/04/2019,BOS,1.0,True,Kyrie Irving,Marcus Smart,Jayson Tatum,Gordon Hayward,Al Horford
10179,2019_20190401_MIL,01/04/2019,MIL,0.0,True,Eric Bledsoe,Sterling Brown,Bonzie Colson,Giannis Antetokounmpo,Brook Lopez
10180,2019_20190401_BRK,01/04/2019,BRK,1.0,False,D'Angelo Russell,Joe Harris,Caris LeVert,DeMarre Carroll,Jarrett Allen
10181,2019_20190401_PHI,01/04/2019,PHI,0.0,False,Ben Simmons,J.J. Redick,James Ennis III,Tobias Harris,Boban Marjanovic
10182,2019_20190401_DAL,01/04/2019,DAL,1.0,True,Trey Burke,Daryl Macon,Justin Jackson,Maxi Kleber,Salah Mejri
10183,2019_20190401_DET,01/04/2019,DET,0.0,False,Reggie Jackson,Wayne Ellington,Glenn Robinson III,Thon Maker,Andre Drummond
10184,2019_20190401_IND,01/04/2019,IND,1.0,True,Cory Joseph,Tyreke Evans,Bojan Bogdanovic,Thaddeus Young,Myles Turner
10185,2019_20190401_POR,01/04/2019,POR,0.0,True,Damian Lillard,Rodney Hood,Maurice Harkless,Al-Farouq Aminu,Zach Collins
10186,2019_20190401_MIN,01/04/2019,MIN,1.0,False,Tyus Jones,Josh Okogie,Andrew Wiggins,Dario Saric,Karl-Anthony Towns
10187,2019_20190401_CHI,01/04/2019,CHI,0.0,False,Walt Lemon Jr.,Wayne Selden,JaKarr Sampson,Cristiano Felicio,Robin Lopez
10188,2019_20190401_NYK,01/04/2019,NYK,1.0,True,Emmanuel Mudiay,Damyean Dotson,,Kevin Knox,Mitchell Robinson
10189,2019_20190401_CLE,01/04/2019,CLE,0.0,False,Collin Sexton,Jordan Clarkson,Cedi Osman,Marquese Chriss,Larry Nance Jr.
10190,2019_20190401_PHO,01/04/2019,PHO,1.0,True,Elie Okobo,Devin Booker,Mikal Bridges,Dragan Bender,Richaun Holmes
10191,2019_20190401_ORL,01/04/2019,ORL,0.0,False,Michael Carter-Williams,Evan Fournier,Wes Iwundu,Jonathan Isaac,Nikola Vucevic
10192,2019_20190401_TOR,01/04/2019,TOR,1.0,True,Kyle Lowry,Danny Green,Kawhi Leonard,Pascal Siakam,Marc Gasol
10193,2019_20190401_CHO,01/04/2019,CHO,0.0,False,Kemba Walker,Jeremy Lamb,Miles Bridges,Marvin Williams,Willy Hernangomez
