,ID,date,Tm,home,won,PG1,SG1,SF1,PF1,C1,PG2,SG2,SF2,PF2,C2,PG3,SG3,SF3,PF3,C3
16689,2022_20220204_CHO,04/02/2022,CHO,1.0,False,LaMelo Ball,Terry Rozier,Gordon Hayward,Miles Bridges,Mason Plumlee,,,Kelly Oubre Jr.,,P.J. Washington,,,Cody Martin,,
16690,2022_20220204_PHI,04/02/2022,PHI,0.0,False,Tyrese Maxey,Seth Curry,Danny Green,Tobias Harris,Joel Embiid,,Matisse Thybulle,,Georges Niang,Andre Drummond,,Isaiah Joe,,,
16691,2022_20220204_DAL,04/02/2022,DAL,1.0,True,Luka Doncic,Jalen Brunson,Reggie Bullock,Dorian Finney-Smith,Dwight Powell,Trey Burke,Josh Green,,Marquese Chriss,Boban Marjanovic,,Frank Ntilikina,,,
16692,2022_20220204_NOP,04/02/2022,NOP,0.0,True,Devonte' Graham,Nickeil Alexander-Walker,Brandon Ingram,Herbert Jones,Jaxson Hayes,Jose Alvarado,,Trey Murphy III,Gary Clark,Jonas Valanciunas,,,Naji Marshall,,
16693,2022_20220204_DEN,04/02/2022,DEN,1.0,False,Monte Morris,Will Barton,,Zeke Nnaji,Nikola Jokic,,Davon Reed,,Jeff Green,,,Bryn Forbes,,JaMychal Green,
16694,2022_20220204_BOS,04/02/2022,BOS,0.0,True,Marcus Smart,Josh Richardson,Jaylen Brown,Grant Williams,Robert Williams,Dennis Schroder,Romeo Langford,Jayson Tatum,,Al Horford,Payton Pritchard,,Aaron Nesmith,,Bruno Fernando
16695,2022_20220204_DET,04/02/2022,DET,1.0,False,Cory Joseph,Hamidou Diallo,Saddiq Bey,Jerami Grant,Isaiah Stewart,Killian Hayes,Rodney McGruder,,Trey Lyles,Kelly Olynyk,Frank Jackson,,,,
16696,2022_20220204_CHI,04/02/2022,CHI,0.0,True,,Ayo Dosunmu,Troy Brown Jr.,DeMar DeRozan,Nikola Vucevic,,Matt Thomas,Javonte Green,Tyler Cook,Tony Bradley,,,Malcolm Hill,,
16697,2022_20220204_IND,04/02/2022,IND,1.0,False,Duane Washington Jr.,Caris LeVert,Torrey Craig,Terry Taylor,,Lance Stephenson,Chris Duarte,Justin Holiday,Reggie Perry,,,,Oshae Brissett,,
16698,2022_20220204_OKC,04/02/2022,OKC,0.0,True,Tre Mann,Luguentz Dort,Josh Giddey,Darius Bazley,Mike Muscala,Theo Maledon,Ty Jerome,Kenrich Williams,Mamadi Diakite,,,,,,
16699,2022_20220204_POR,04/02/2022,POR,1.0,False,Dennis Smith Jr.,CJ McCollum,CJ Elleby,,Jusuf Nurkic,,Anfernee Simons,Trendon Watford,,,,Tony Snell,Greg Brown III,,
16700,2022_20220204_HOU,04/02/2022,HOU,0.0,False,Kevin Porter Jr.,Josh Christopher,KJ Martin,Jae'Sean Tate,Christian Wood,,Jalen Green,David Nwaba,,,,Eric Gordon,,,
16701,2022_20220204_SAS,04/02/2022,SAS,1.0,True,Dejounte Murray,Derrick White,Keldon Johnson,Doug McDermott,Jakob Poeltl,Tre Jones,,Devin Vassell,Juancho Hernangomez,Zach Collins,,,Joshua Primo,,
16702,2022_20220204_ATL,04/02/2022,ATL,0.0,False,Trae Young,Bogdan Bogdanovic,De'Andre Hunter,John Collins,Onyeka Okongwu,Lou Williams,Delon Wright,Kevin Huerter,,Clint Capela,,,,,
16703,2022_20220204_TOR,04/02/2022,TOR,1.0,True,Fred VanVleet,Gary Trent Jr.,OG Anunoby,Pascal Siakam,Precious Achiuwa,Dalano Banton,,Chris Boucher,Scottie Barnes,Khem Birch,,,,,
16704,2022_20220204_BRK,04/02/2022,BRK,0.0,False,Kyrie Irving,Cam Thomas,DeAndre' Bembry,James Johnson,Blake Griffin,Jevon Carter,Patty Mills,Bruce Brown,Day'Ron Sharpe,Nic Claxton,,,Kessler Edwards,,
16705,2022_20220204_UTA,04/02/2022,UTA,1.0,True,Trent Forrest,Jared Butler,Royce O'Neale,Bojan Bogdanovic,Hassan Whiteside,Mike Conley,Donovan Mitchell,Elijah Hughes,Eric Paschall,Udoka Azubuike,,,,Rudy Gay,
16706,2022_20220205_MIA,05/02/2022,MIA,0.0,True,Kyle Lowry,Tyler Herro,Jimmy Butler,P.J. Tucker,Bam Adebayo,Gabe Vincent,Duncan Robinson,Caleb Martin,,Dewayne Dedmon,,Kyle Guy,,,Omer Yurtseven
16707,2022_20220205_CHO,05/02/2022,CHO,1.0,False,LaMelo Ball,Terry Rozier,Cody Martin,Miles Bridges,Mason Plumlee,Ish Smith,James Bouknight,Kelly Oubre Jr.,,P.J. Washington,,,Gordon Hayward,,Nick Richards
16708,2022_20220205_NYK,05/02/2022,NYK,0.0,False,Kemba Walker,Evan Fournier,RJ Barrett,Julius Randle,Mitchell Robinson,Immanuel Quickley,Alec Burks,,Obi Toppin,Nerlens Noel,,Quentin Grimes,,,
16709,2022_20220205_LAL,05/02/2022,LAL,1.0,True,Russell Westbrook,Malik Monk,Trevor Ariza,Stanley Johnson,Anthony Davis,,Talen Horton-Tucker,,,LeBron James,,Austin Reaves,,,DeAndre Jordan
16710,2022_20220205_MEM,05/02/2022,MEM,0.0,True,Ja Morant,Desmond Bane,Ziaire Williams,Jaren Jackson Jr.,Steven Adams,Tyus Jones,De'Anthony Melton,,Brandon Clarke,Killian Tillie,,John Konchar,,Kyle Anderson,
16711,2022_20220205_ORL,05/02/2022,ORL,1.0,False,Cole Anthony,Gary Harris,Franz Wagner,Wendell Carter Jr.,Mo Bamba,Jalen Suggs,Terrence Ross,Ignas Brazdeikis,Chuma Okeke,Moritz Wagner,,,Admiral Schofield,,Robin Lopez
16712,2022_20220205_MIL,05/02/2022,MIL,0.0,True,Jrue Holiday,Grayson Allen,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,Lindell Wigginton,Donte DiVincenzo,Pat Connaughton,Semi Ojeleye,Greg Monroe,,Wesley Matthews,Jordan Nwora,Rodney Hood,
16713,2022_20220205_POR,05/02/2022,POR,1.0,False,Dennis Smith Jr.,Ben McLemore,Trendon Watford,Justise Winslow,Jusuf Nurkic,,Anfernee Simons,CJ Elleby,,,,CJ McCollum,Greg Brown III,,
16714,2022_20220205_OKC,05/02/2022,OKC,0.0,False,Tre Mann,Ty Jerome,Josh Giddey,Darius Bazley,Derrick Favors,Theo Maledon,,Kenrich Williams,Aleksej Pokusevski,,,,,Mamadi Diakite,
16715,2022_20220205_SAC,05/02/2022,SAC,1.0,True,Davion Mitchell,Tyrese Haliburton,Maurice Harkless,Harrison Barnes,Richaun Holmes,,Buddy Hield,,,Chimezie Metu,,,,,Damian Jones
16716,2022_20220205_PHO,05/02/2022,PHO,0.0,True,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Deandre Ayton,Elfrid Payton,,Justin Jackson,Jalen Smith,JaVale McGee,,,,Cameron Johnson,Bismack Biyombo
16717,2022_20220205_WAS,05/02/2022,WAS,1.0,False,Spencer Dinwiddie,Kentavious Caldwell-Pope,Deni Avdija,Rui Hachimura,Montrezl Harrell,Raul Neto,,Corey Kispert,Kyle Kuzma,Thomas Bryant,Aaron Holiday,,,Davis Bertans,Daniel Gafford
16718,2022_20220206_PHI,06/02/2022,PHI,0.0,True,Tyrese Maxey,Seth Curry,Danny Green,Tobias Harris,Joel Embiid,,Furkan Korkmaz,,Georges Niang,Andre Drummond,,Isaiah Joe,,,
16719,2022_20220206_CHI,06/02/2022,CHI,1.0,False,,Ayo Dosunmu,Javonte Green,DeMar DeRozan,Nikola Vucevic,,Matt Thomas,Troy Brown Jr.,,Tony Bradley,,,Malcolm Hill,,
16720,2022_20220206_IND,06/02/2022,IND,0.0,False,Duane Washington Jr.,Chris Duarte,Torrey Craig,Domantas Sabonis,Goga Bitadze,Keifer Sykes,,Justin Holiday,Terry Taylor,,Lance Stephenson,,Oshae Brissett,,
16721,2022_20220206_CLE,06/02/2022,CLE,1.0,True,Rajon Rondo,RJ Nembhard Jr.,Cedi Osman,Evan Mobley,Kevin Love,Brandon Goodwin,,Isaac Okoro,Dean Wade,Jarrett Allen,Kevin Pangos,,Dylan Windler,Lamar Stevens,Ed Davis
16722,2022_20220206_ATL,06/02/2022,ATL,0.0,False,Trae Young,Bogdan Bogdanovic,Kevin Huerter,John Collins,Clint Capela,,Delon Wright,De'Andre Hunter,Danilo Gallinari,Onyeka Okongwu,,,,,
16723,2022_20220206_DAL,06/02/2022,DAL,1.0,True,Luka Doncic,Jalen Brunson,Reggie Bullock,Dorian Finney-Smith,Dwight Powell,Trey Burke,Josh Green,,Marquese Chriss,,,Frank Ntilikina,,,
16724,2022_20220206_BRK,06/02/2022,BRK,0.0,False,Kyrie Irving,Cam Thomas,DeAndre' Bembry,James Johnson,Blake Griffin,Jevon Carter,Patty Mills,Kessler Edwards,Day'Ron Sharpe,,,,Bruce Brown,,
16725,2022_20220206_DEN,06/02/2022,DEN,1.0,True,Monte Morris,Will Barton,,Aaron Gordon,Nikola Jokic,Facundo Campazzo,Bryn Forbes,,Zeke Nnaji,DeMarcus Cousins,,Bones Hyland,,Jeff Green,
16726,2022_20220206_NOP,06/02/2022,NOP,0.0,True,Devonte' Graham,Josh Hart,Brandon Ingram,Herbert Jones,Jaxson Hayes,Jose Alvarado,Nickeil Alexander-Walker,Trey Murphy III,Gary Clark,Jonas Valanciunas,,,Naji Marshall,,
16727,2022_20220206_HOU,06/02/2022,HOU,1.0,False,Kevin Porter Jr.,Jalen Green,KJ Martin,Jae'Sean Tate,Christian Wood,,Garrison Mathews,,,,,Josh Christopher,,,
16728,2022_20220206_MIL,06/02/2022,MIL,0.0,True,Jrue Holiday,Wesley Matthews,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,Lindell Wigginton,Donte DiVincenzo,Pat Connaughton,Rodney Hood,Greg Monroe,,,Jordan Nwora,,
16729,2022_20220206_LAC,06/02/2022,LAC,1.0,False,,Reggie Jackson,Terance Mann,Marcus Morris,Ivica Zubac,,Amir Coffey,,Robert Covington,Serge Ibaka,,Norman Powell,,Nicolas Batum,Isaiah Hartenstein
16730,2022_20220206_DET,06/02/2022,DET,0.0,False,Cory Joseph,Hamidou Diallo,Saddiq Bey,Jerami Grant,Isaiah Stewart,Frank Jackson,Rodney McGruder,,Trey Lyles,Kelly Olynyk,Killian Hayes,,,,
16731,2022_20220206_MIN,06/02/2022,MIN,1.0,True,D'Angelo Russell,Anthony Edwards,,Jarred Vanderbilt,Karl-Anthony Towns,Patrick Beverley,Malik Beasley,,Jaden McDaniels,Naz Reid,Jordan McLaughlin,Jaylen Nowell,,Taurean Prince,
16732,2022_20220206_BOS,06/02/2022,BOS,0.0,True,Marcus Smart,Josh Richardson,Jayson Tatum,Grant Williams,Al Horford,Dennis Schroder,Romeo Langford,Jaylen Brown,,Robert Williams,Payton Pritchard,,Aaron Nesmith,,Bruno Fernando
16733,2022_20220206_ORL,06/02/2022,ORL,1.0,False,Cole Anthony,Gary Harris,Franz Wagner,Wendell Carter Jr.,Mo Bamba,Jalen Suggs,Terrence Ross,Admiral Schofield,Chuma Okeke,Moritz Wagner,,,Ignas Brazdeikis,,
16734,2022_20220207_PHO,07/02/2022,PHO,0.0,True,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Deandre Ayton,Elfrid Payton,,Justin Jackson,Cameron Johnson,JaVale McGee,,,,Jalen Smith,Bismack Biyombo
16735,2022_20220207_CHI,07/02/2022,CHI,1.0,False,Coby White,Zach LaVine,Javonte Green,DeMar DeRozan,Nikola Vucevic,,Ayo Dosunmu,Troy Brown Jr.,Tyler Cook,Tony Bradley,,Matt Thomas,Malcolm Hill,,
16736,2022_20220207_TOR,07/02/2022,TOR,0.0,True,Fred VanVleet,Gary Trent Jr.,OG Anunoby,Pascal Siakam,Precious Achiuwa,Dalano Banton,,Chris Boucher,Scottie Barnes,Khem Birch,Malachi Flynn,,Svi Mykhailiuk,,
16737,2022_20220207_CHO,07/02/2022,CHO,1.0,False,LaMelo Ball,Terry Rozier,Kelly Oubre Jr.,Miles Bridges,P.J. Washington,Ish Smith,,Gordon Hayward,,Mason Plumlee,,,,,
16738,2022_20220207_GSW,07/02/2022,GSW,0.0,True,Stephen Curry,Jordan Poole,Andrew Wiggins,Otto Porter Jr.,Kevon Looney,,Klay Thompson,Jonathan Kuminga,,,,Damion Lee,Andre Iguodala,,
16739,2022_20220207_OKC,07/02/2022,OKC,1.0,False,Tre Mann,Luguentz Dort,Kenrich Williams,Darius Bazley,Derrick Favors,Theo Maledon,Ty Jerome,Josh Giddey,Mamadi Diakite,,,,,,
16740,2022_20220207_NYK,07/02/2022,NYK,0.0,False,Immanuel Quickley,Alec Burks,RJ Barrett,Julius Randle,Mitchell Robinson,,Evan Fournier,Cam Reddish,Obi Toppin,Nerlens Noel,,,,,
16741,2022_20220207_UTA,07/02/2022,UTA,1.0,True,Mike Conley,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Udoka Azubuike,Trent Forrest,Jordan Clarkson,,Eric Paschall,Hassan Whiteside,,Jared Butler,,,
16742,2022_20220207_MIA,07/02/2022,MIA,0.0,True,Kyle Lowry,Duncan Robinson,Jimmy Butler,P.J. Tucker,Bam Adebayo,Gabe Vincent,Kyle Guy,Max Strus,,Dewayne Dedmon,,,Caleb Martin,,Omer Yurtseven
16743,2022_20220207_WAS,07/02/2022,WAS,1.0,False,Aaron Holiday,Kentavious Caldwell-Pope,Corey Kispert,Kyle Kuzma,Thomas Bryant,Spencer Dinwiddie,,Deni Avdija,Rui Hachimura,Montrezl Harrell,Raul Neto,,,Davis Bertans,
16744,2022_20220208_IND,08/02/2022,IND,0.0,False,Lance Stephenson,Chris Duarte,Oshae Brissett,Terry Taylor,Goga Bitadze,Keifer Sykes,,Torrey Craig,,,Duane Washington Jr.,,,,
16745,2022_20220208_ATL,08/02/2022,ATL,1.0,True,Trae Young,Delon Wright,Kevin Huerter,Danilo Gallinari,Clint Capela,,Bogdan Bogdanovic,De'Andre Hunter,John Collins,Onyeka Okongwu,,Skylar Mays,Timothe Luwawu-Cabarrot,,Gorgui Dieng
16746,2022_20220208_BOS,08/02/2022,BOS,0.0,True,Marcus Smart,Josh Richardson,Jaylen Brown,Grant Williams,Robert Williams,Dennis Schroder,Romeo Langford,Jayson Tatum,,Al Horford,Payton Pritchard,,Aaron Nesmith,,Enes Freedom
16747,2022_20220208_BRK,08/02/2022,BRK,1.0,False,Jevon Carter,Cam Thomas,Bruce Brown,Day'Ron Sharpe,Blake Griffin,David Duke Jr.,Patty Mills,DeAndre' Bembry,James Johnson,,,,Kessler Edwards,,
16748,2022_20220208_DET,08/02/2022,DET,0.0,False,Cory Joseph,Hamidou Diallo,Saddiq Bey,Jerami Grant,Isaiah Stewart,Frank Jackson,Rodney McGruder,,Trey Lyles,Kelly Olynyk,Killian Hayes,,,,
16749,2022_20220208_DAL,08/02/2022,DAL,1.0,True,Luka Doncic,Jalen Brunson,Reggie Bullock,Dorian Finney-Smith,Dwight Powell,Trey Burke,Josh Green,Theo Pinson,Maxi Kleber,Moses Brown,,Frank Ntilikina,,Marquese Chriss,
16750,2022_20220208_NYK,08/02/2022,NYK,0.0,False,Kemba Walker,Evan Fournier,RJ Barrett,Julius Randle,Taj Gibson,Immanuel Quickley,Alec Burks,Cam Reddish,Jericho Sims,,Miles McBride,,,Obi Toppin,
16751,2022_20220208_DEN,08/02/2022,DEN,1.0,True,Monte Morris,Will Barton,,Aaron Gordon,Nikola Jokic,Facundo Campazzo,Bones Hyland,,Zeke Nnaji,,,Bryn Forbes,,Jeff Green,
16752,2022_20220208_MIL,08/02/2022,MIL,0.0,True,Jrue Holiday,Grayson Allen,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,Lindell Wigginton,Donte DiVincenzo,Pat Connaughton,Sandro Mamukelashvili,Greg Monroe,,Wesley Matthews,Thanasis Antetokounmpo,,
16753,2022_20220208_LAL,08/02/2022,LAL,1.0,False,Russell Westbrook,Malik Monk,Trevor Ariza,Stanley Johnson,Anthony Davis,,Talen Horton-Tucker,,,LeBron James,,Austin Reaves,,,
16754,2022_20220208_LAC,08/02/2022,LAC,0.0,False,,Amir Coffey,Terance Mann,Robert Covington,Isaiah Hartenstein,,Reggie Jackson,,Nicolas Batum,Ivica Zubac,,Norman Powell,,Marcus Morris,
16755,2022_20220208_MEM,08/02/2022,MEM,1.0,True,Ja Morant,De'Anthony Melton,Ziaire Williams,Jaren Jackson Jr.,Steven Adams,Tyus Jones,Desmond Bane,,Kyle Anderson,,,John Konchar,,Brandon Clarke,
16756,2022_20220208_HOU,08/02/2022,HOU,0.0,False,Kevin Porter Jr.,Jalen Green,KJ Martin,Jae'Sean Tate,Christian Wood,,Garrison Mathews,,,,,Josh Christopher,,,
16757,2022_20220208_NOP,08/02/2022,NOP,1.0,True,Devonte' Graham,Garrett Temple,Brandon Ingram,Herbert Jones,Jaxson Hayes,Jose Alvarado,,Naji Marshall,Gary Clark,Jonas Valanciunas,,,Trey Murphy III,,
16758,2022_20220208_PHO,08/02/2022,PHO,0.0,True,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Deandre Ayton,Elfrid Payton,,,Cameron Johnson,JaVale McGee,,,,Jalen Smith,
16759,2022_20220208_PHI,08/02/2022,PHI,1.0,False,Tyrese Maxey,Matisse Thybulle,Danny Green,Tobias Harris,Joel Embiid,,Seth Curry,,Georges Niang,Andre Drummond,,Furkan Korkmaz,,,
16760,2022_20220208_ORL,08/02/2022,ORL,0.0,True,Cole Anthony,Gary Harris,Franz Wagner,Wendell Carter Jr.,Mo Bamba,Jalen Suggs,Terrence Ross,Ignas Brazdeikis,Chuma Okeke,Robin Lopez,,,,,
16761,2022_20220208_POR,08/02/2022,POR,1.0,False,Dennis Smith Jr.,Anfernee Simons,CJ Elleby,Justise Winslow,Jusuf Nurkic,,Ben McLemore,Trendon Watford,,,,,Greg Brown III,,
16762,2022_20220208_MIN,08/02/2022,MIN,0.0,True,D'Angelo Russell,Anthony Edwards,Jake Layman,Jarred Vanderbilt,Karl-Anthony Towns,Patrick Beverley,Malik Beasley,Leandro Bolmaro,Jaden McDaniels,Naz Reid,Jordan McLaughlin,Jaylen Nowell,,Taurean Prince,
16763,2022_20220208_SAC,08/02/2022,SAC,1.0,False,De'Aaron Fox,Jahmi'us Ramsey,Louis King,Harrison Barnes,Chimezie Metu,Davion Mitchell,,Maurice Harkless,,Damian Jones,,,Robert Woodard II,,Alex Len
16764,2022_20220209_CHI,09/02/2022,CHI,0.0,True,Coby White,Zach LaVine,Javonte Green,DeMar DeRozan,Nikola Vucevic,,Matt Thomas,Troy Brown Jr.,,Tony Bradley,,,Malcolm Hill,,
16765,2022_20220209_CHO,09/02/2022,CHO,1.0,False,LaMelo Ball,Terry Rozier,Kelly Oubre Jr.,Miles Bridges,P.J. Washington,Ish Smith,,,,Mason Plumlee,,,,,Nick Richards
16766,2022_20220209_SAS,09/02/2022,SAS,0.0,False,Dejounte Murray,Derrick White,Keldon Johnson,Doug McDermott,Jakob Poeltl,,Lonnie Walker IV,Devin Vassell,,Zach Collins,,,Joshua Primo,,Drew Eubanks
16767,2022_20220209_CLE,09/02/2022,CLE,1.0,True,Darius Garland,Caris LeVert,Isaac Okoro,Evan Mobley,Jarrett Allen,Rajon Rondo,,Cedi Osman,Dean Wade,Kevin Love,Brandon Goodwin,,Dylan Windler,Lamar Stevens,Ed Davis
16768,2022_20220209_TOR,09/02/2022,TOR,0.0,True,Fred VanVleet,Gary Trent Jr.,OG Anunoby,Pascal Siakam,Precious Achiuwa,Dalano Banton,,Chris Boucher,Scottie Barnes,Khem Birch,Malachi Flynn,,Yuta Watanabe,,
16769,2022_20220209_OKC,09/02/2022,OKC,1.0,False,Theo Maledon,Ty Jerome,Kenrich Williams,Aleksej Pokusevski,Derrick Favors,Tre Mann,Luguentz Dort,Josh Giddey,Darius Bazley,,,,,,
16770,2022_20220209_LAL,09/02/2022,LAL,0.0,False,,Avery Bradley,Trevor Ariza,Stanley Johnson,Anthony Davis,,Malik Monk,,,LeBron James,,Talen Horton-Tucker,,,
16771,2022_20220209_POR,09/02/2022,POR,1.0,True,Dennis Smith Jr.,Anfernee Simons,CJ Elleby,Justise Winslow,Jusuf Nurkic,,Ben McLemore,Greg Brown III,,,,,Trendon Watford,,
16772,2022_20220209_MIN,09/02/2022,MIN,0.0,False,D'Angelo Russell,Anthony Edwards,,Jarred Vanderbilt,Karl-Anthony Towns,Jordan McLaughlin,Malik Beasley,,Jaden McDaniels,Naz Reid,,Jaylen Nowell,,Taurean Prince,
16773,2022_20220209_SAC,09/02/2022,SAC,1.0,True,De'Aaron Fox,Jeremy Lamb,,Harrison Barnes,Chimezie Metu,Davion Mitchell,Justin Holiday,,Domantas Sabonis,Richaun Holmes,,,,,Damian Jones
16774,2022_20220209_GSW,09/02/2022,GSW,0.0,False,Stephen Curry,Jordan Poole,Andrew Wiggins,Otto Porter Jr.,Kevon Looney,,Damion Lee,Jonathan Kuminga,,,,Gary Payton II,Juan Toscano-Anderson,,
16775,2022_20220209_UTA,09/02/2022,UTA,1.0,True,Mike Conley,Donovan Mitchell,Royce O'Neale,Bojan Bogdanovic,Hassan Whiteside,Trent Forrest,Jordan Clarkson,,Eric Paschall,Udoka Azubuike,,Jared Butler,,,
16776,2022_20220210_LAC,10/02/2022,LAC,0.0,False,,Norman Powell,Terance Mann,Marcus Morris,Ivica Zubac,,Reggie Jackson,,Nicolas Batum,Isaiah Hartenstein,,Luke Kennard,,Robert Covington,
16777,2022_20220210_DAL,10/02/2022,DAL,1.0,True,Luka Doncic,Jalen Brunson,Reggie Bullock,Dorian Finney-Smith,Dwight Powell,Trey Burke,Josh Green,,Maxi Kleber,,,Frank Ntilikina,,Marquese Chriss,
16778,2022_20220210_MEM,10/02/2022,MEM,0.0,True,Ja Morant,Desmond Bane,Ziaire Williams,Kyle Anderson,Steven Adams,Tyus Jones,De'Anthony Melton,,Jaren Jackson Jr.,,,John Konchar,,Brandon Clarke,
16779,2022_20220210_DET,10/02/2022,DET,1.0,False,Cory Joseph,Hamidou Diallo,Saddiq Bey,Jerami Grant,Kelly Olynyk,Frank Jackson,Rodney McGruder,,,Isaiah Stewart,Killian Hayes,,,,Luka Garza
16780,2022_20220210_NYK,10/02/2022,NYK,0.0,True,Kemba Walker,Quentin Grimes,Cam Reddish,Julius Randle,Mitchell Robinson,Immanuel Quickley,Evan Fournier,,Obi Toppin,Taj Gibson,,Alec Burks,,,
16781,2022_20220210_GSW,10/02/2022,GSW,1.0,False,Stephen Curry,Klay Thompson,Jonathan Kuminga,,Nemanja Bjelica,,Jordan Poole,Andrew Wiggins,,Kevon Looney,,Damion Lee,Juan Toscano-Anderson,,
16782,2022_20220210_TOR,10/02/2022,TOR,0.0,True,Malachi Flynn,Gary Trent Jr.,OG Anunoby,Scottie Barnes,Khem Birch,Dalano Banton,,Chris Boucher,Pascal Siakam,Precious Achiuwa,,,Yuta Watanabe,,
16783,2022_20220210_HOU,10/02/2022,HOU,1.0,False,Kevin Porter Jr.,Jalen Green,KJ Martin,Jae'Sean Tate,Christian Wood,,Garrison Mathews,David Nwaba,,,,Josh Christopher,,,
16784,2022_20220210_MIA,10/02/2022,MIA,0.0,True,Kyle Lowry,Duncan Robinson,Jimmy Butler,P.J. Tucker,Bam Adebayo,Gabe Vincent,Kyle Guy,Max Strus,,Dewayne Dedmon,,,,,Omer Yurtseven
16785,2022_20220210_NOP,10/02/2022,NOP,1.0,False,CJ McCollum,Garrett Temple,Brandon Ingram,Herbert Jones,Jonas Valanciunas,Devonte' Graham,,Naji Marshall,Gary Clark,Jaxson Hayes,Jose Alvarado,,,,
16786,2022_20220210_MIL,10/02/2022,MIL,0.0,False,Jrue Holiday,Grayson Allen,Khris Middleton,Giannis Antetokounmpo,Bobby Portis,Lindell Wigginton,Wesley Matthews,Pat Connaughton,Sandro Mamukelashvili,Greg Monroe,,,Jordan Nwora,,
16787,2022_20220210_PHO,10/02/2022,PHO,1.0,True,Chris Paul,Devin Booker,Mikal Bridges,Jae Crowder,Deandre Ayton,Elfrid Payton,,,Cameron Johnson,JaVale McGee,,,,Ish Wainright,Bismack Biyombo
16788,2022_20220210_BRK,10/02/2022,BRK,0.0,False,Kyrie Irving,Cam Thomas,Kessler Edwards,James Johnson,Blake Griffin,Jevon Carter,Patty Mills,Bruce Brown,Day'Ron Sharpe,,David Duke Jr.,,,,
16789,2022_20220210_WAS,10/02/2022,WAS,1.0,True,Raul Neto,Kentavious Caldwell-Pope,Deni Avdija,Kyle Kuzma,Thomas Bryant,Cassius Winston,,Corey Kispert,Anthony Gill,,,,,Rui Hachimura,
16790,2022_20220211_SAS,11/02/2022,SAS,0.0,True,Dejounte Murray,Lonnie Walker IV,Keldon Johnson,Doug McDermott,Jakob Poeltl,Tre Jones,Joe Wieskamp,Joshua Primo,Devontae Cacok,Zach Collins,,,Devin Vassell,,Jock Landale
16791,2022_20220211_ATL,11/02/2022,ATL,1.0,False,Trae Young,Bogdan Bogdanovic,Kevin Huerter,Danilo Gallinari,Clint Capela,,Delon Wright,De'Andre Hunter,John Collins,Onyeka Okongwu,,Skylar Mays,Timothe Luwawu-Cabarrot,,Gorgui Dieng
16792,2022_20220211_DEN,11/02/2022,DEN,0.0,False,Facundo Campazzo,Will Barton,,Aaron Gordon,Nikola Jokic,,Bones Hyland,,Zeke Nnaji,,,Austin Rivers,,Jeff Green,
16793,2022_20220211_BOS,11/02/2022,BOS,1.0,True,Marcus Smart,Derrick White,Jaylen Brown,Grant Williams,Robert Williams,Payton Pritchard,,Jayson Tatum,,Al Horford,,,,,
16794,2022_20220211_MIN,11/02/2022,MIN,0.0,False,Patrick Beverley,Anthony Edwards,,Jarred Vanderbilt,Karl-Anthony Towns,D'Angelo Russell,Malik Beasley,,Jaden McDaniels,Naz Reid,Jordan McLaughlin,,,Taurean Prince,
16795,2022_20220211_CHI,11/02/2022,CHI,1.0,True,Coby White,Ayo Dosunmu,Javonte Green,DeMar DeRozan,Nikola Vucevic,,Zach LaVine,Troy Brown Jr.,,Tony Bradley,,,Malcolm Hill,,
16796,2022_20220211_CHO,11/02/2022,CHO,0.0,True,LaMelo Ball,Terry Rozier,Kelly Oubre Jr.,Miles Bridges,P.J. Washington,,James Bouknight,,JT Thor,Montrezl Harrell,,,,,Mason Plumlee
16797,2022_20220211_DET,11/02/2022,DET,1.0,False,Killian Hayes,Hamidou Diallo,Saddiq Bey,Jerami Grant,Isaiah Stewart,Cory Joseph,Cade Cunningham,,,Kelly Olynyk,Frank Jackson,Rodney McGruder,,,Luka Garza
16798,2022_20220211_CLE,11/02/2022,CLE,0.0,True,Rajon Rondo,Caris LeVert,Isaac Okoro,Evan Mobley,Jarrett Allen,,,Cedi Osman,Dean Wade,Kevin Love,,,,Lamar Stevens,
16799,2022_20220211_IND,11/02/2022,IND,1.0,False,Tyrese Haliburton,Buddy Hield,Oshae Brissett,Jalen Smith,Isaiah Jackson,Duane Washington Jr.,Chris Duarte,,Tristan Thompson,Goga Bitadze,Lance Stephenson,,,,
16800,2022_20220211_OKC,11/02/2022,OKC,0.0,False,Tre Mann,Luguentz Dort,Josh Giddey,Darius Bazley,Derrick Favors,Theo Maledon,Ty Jerome,Kenrich Williams,Aleksej Pokusevski,,,Vit Krejci,,Isaiah Roby,
16801,2022_20220211_PHI,11/02/2022,PHI,1.0,True,Tyrese Maxey,Matisse Thybulle,Danny Green,Tobias Harris,Joel Embiid,,Furkan Korkmaz,,Georges Niang,Paul Reed,,Shake Milton,,,
16802,2022_20220211_ORL,11/02/2022,ORL,0.0,False,Cole Anthony,Gary Harris,Franz Wagner,Wendell Carter Jr.,Mo Bamba,Jalen Suggs,Terrence Ross,Ignas Brazdeikis,Chuma Okeke,,,,Admiral Schofield,,
